11,DC09: Player Types of Gamers: Critical Evaluation,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Suvi K. Holm  University of Turku,The following extended abstract describes a research plan for and preliminary findings of a dissertation thesis on player types. The described four studies aim to answer to questions of what player types are  how it is possible to improve such categorizations  and whether player typologies based on self-reports can be validated by emotional responses during playing.
12,DC10: Designing Visual Communication of Everyday Illness Experiences in Pediatric Care,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Matthew K. Hong  Georgia Institute of Technology,In complex chronic care  patients' ongoing awareness of their health status and ability to articulate health needs are vital to active participation in care  yet they face various challenges that could thwart their potential to engage in such participation. My research explores how design methods in HCI can evolve to meet these challenges by engaging both adolescents and family caregivers throughout the process of tracking the patients' illness experiences and co-designing rich representations that are expected to support adolescents' communication of these experiences in care. This thesis will contribute 1) a critical understanding of the ways in which human-centered design can address primary challenges that adolescents face when engaging in care  2) a novel method for conducting co-design research with chronically ill patient families  and a 3) family-centered mobile health technology that demonstrates the feasibility of engaging pediatric patient families.
13,DC11: Designing for Visual Data Exploration in Multi-Device Environments,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Tom Horak  Technische Universität Dresden,Multi-device environments have an enormous potential to enable more flexible workflows during our daily work. At the same time  visual data exploration is characterized as a fragmented sensemaking process requiring a high degree of flexibility. In my thesis  I am aiming to bring these two worlds into symbiosis  specifically for sensemaking with multivariate data visualizations and graph visualizations. This involves three main objectives: (i) understanding the devices' roles in dynamic device ensembles and their relations to exploration patterns  (ii) identifying mechanisms for adapting visualizations for different devices while preserving a consistent perception and interaction  and  finally  (iii) supporting users and developers in designing such distributed visualization interfaces  e.g.  through specific guidelines. As specific contributions  it is planned that (i) and (ii) emerge into a design space  while (iii) leads to a set of heuristics. So far  I was able to extensively work on the first objective as well as to touch on the other two.
14,DC12: Expressive Biosignals: Authentic Social Cues for Social Connection,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Fannie Liu  Carnegie Mellon University,My research introduces expressive biosignals as a novel social cue to improve interpersonal communication. Expressive biosignals are sensed physiological data revealed between people to provide a deeper understanding of each other's psychological states. My prior work has shown the potential for these cues to provide authentic and validating emotional expression  while fostering awareness and social connection between people. In my proposed research  I expand on this work by exploring how social responses to biosignals can benefit communication through empathy-building and social support. This work will scope the design space for expressive biosignals and inform future interventions for a variety of social contexts  including interpersonal relationships and mental health.
15,DC13: Inventive Scaffolds Catalyze Creative Learning,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Tricia J. Ngoon  University of California  San Diego,Creative problem-solving requires both exploratory and evaluative thinking skills. The contextual  open-ended nature of creative tasks makes them uniquely challenging to teach and learn. People tend to under-explore in problem-solving  using the most available representation of a problem and hindering potentially more creative solutions. My dissertation examines how inventive scaffolds provide feedback between the exploration and evaluation processes of creative problem-solving  potentially amplifying creativity of solutions. I investigate this through two interventions. First  interactive guidance and adaptive suggestions embodied in the CritiqueKit system to improve critique and evaluation of creative work. Second  problem-framing scaffolds to reduce fixation and enhance exploration. My research demonstrates methods for increasing human inventiveness with relevance in creative education and the design of creativity support interfaces.
16,DC14: Mobile Persuasive Technology: Promoting Positive Waste Management Behaviors in Developing African Nations,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Makuochi Nkwo  Ebonyi State University,My research examines new ways of persuading citizens to change their behavior towards waste management  and protect the environment. As a first step towards contributing to research  I conducted a user-based study  to find what strategies could be used to motivate national citizens to adopt positive waste disposal behaviors. Mapping the results to their matching persuasive technology techniques and operationalizing them in a mobile web platform  I show how mobile persuasive system interventions could be designed to promote positive and environmentally responsible behaviors and protect the environment from pollution.
17,DC15: Technology Meets Fashion: Exploring Wearables  Fashion Tech and Haute Tech Couture,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Teddy Seyed  University of Calgary,The introduction of technology into the worlds of fashion and haute couture  has made it possible for fashion designers and technologists to create and experiment with garments and wearables in a variety of novel and expressive forms. Several of these haute couture garments infused with technology are shown on international runways and can ultimately influence the design of consumer fashion and wearable products. Within this context  I describe my dissertation which aims to explore and understand the role of technology throughout the process of design and fabrication in the haute tech couture domain and uncover broader implications for the design of wearables.
18,DC16: Collaborative Video Game Design Work and Diversity,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Rachel N. Simons  The University of Texas at Austin,This overview describes my ongoing dissertation research on diversity within collaborative video game design. First  I explain why research into daily work within this field is needed  especially with a focus on diversity. Next  I briefly review previous research and identify three key areas for considering diversity in the field: participation of underrepresented and marginalized groups  the structure of organizations  and collaborative work tool selection and use. I then outline my qualitative research approach of conducting semi-structured interviews with video game designers. Finally  I present some preliminary results and expected contributions for this research.
19,DC17: Exploring Future IoT for Families through End User Development: Applying Do-It-Together Practises to Reveal Family Dynamics in Technology Adoption,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,David Verweij  Northumbria University,Industry and research increasingly explore opportunities to make our homes smart  e.g. through the Internet of Things (IoT). Technological developments nurture this rise of smart products  seemingly corresponding to households' needs. Yet  these domestic environments remain a complex domain to study or design for. This work explores the understudied complexity of families' needs and values in relation to connected and smart technology  in particular as a multi-user group. By leveraging participatory and do-it-yourself practices  I aim to engage families in discussion - and empower them to externalize and reflect upon their views. As such  I can study their reflective practices to reveal (tacit) understandings and (latent) needs which informs future developments in smart home technologies.
20,DC18: Designing for Long-term Digital Data Management,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Francesco Vitale  University of British Columbia,Digital data is a pervasive component of modern society  with people managing a growing number of data types across many devices. My research explores people's choices on what to keep over the long-term and aims to design personalized data management tools. In a first study  I characterized individual differences in data preservation behaviors. I plan to use interviews  a survey  and probing methods to further extend this characterization and define a design space for long-term data management. Then  I plan to build and evaluate a prototype that synthesizes findings from all my studies.
21,DC19: Exploring Socially-Focused Technologies that Can Help Children with Cancer Feel More Like Children Despite their Disease  Treatment and Environment,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Jillian L. Warren  Simon Fraser University,This describes the background and motivation for dedicating my PhD to the exploration of socially-focused technologies for childhood cancer patients. Very little work has been done  especially in the field of human and child computer interaction  to explore the ways in which the hospital context in conjunction with the cancer experience impact children's social and emotional well-being during middle childhood (ages 6-12)  and in turn how technology could improve their experience. My research seeks to (1) empower children with cancer by providing a platform for them to voice their own experiences with isolation  loneliness  and loss of a normal childhood  as well as how technology may better support their needs  (2) contribute design knowledge about how to support meaningful social interaction and play that is age and 'ability' appropriate  and (3) provide insight for future design and evaluation studies by better understanding constraints/opportunities for socially-focused technologies intended for use in a real world pediatric hospital environment.
22,DC20: Co-Designing Digital Technologies to Support Minimally-Verbal Children on the Autism Spectrum,Saturday  May 04  2019 - 08:00:00,Saturday  May 04  2019 14:00,Forth,Cara Wilson  Queensland University of Technology,This doctoral work considers how to best co-design with minimally-verbal children on the autism spectrum in classroom contexts. It focuses on 1) leveraging personal interests and individual strengths to foster engagement  social interaction and self-expression through novel technologies and 2) child-centred  holistic methodological approaches to co-design work. This research questions how integrating these may better engage and include minimally-verbal children on the spectrum in the co-design of digital technologies.
23,HCI Across Borders and Intersections,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Argyll 2 CROWNE,Neha Kumar  Georgia Institute of Technology Christian Sturm  Hamm-Lippstadt University of Applied Sciences Syed Ishtiaque Ahmed  University of Toronto Naveena Karusala  University of Washington Marisol Wong-Villacres  Georgia Institute of Technology Leonel Morales  Universidad Francisco Marroquín Rita Orji  Dalhousie University Michaelanne Dye  Georgia Institute of Technology Nova Ahmed  North South University Laura S. Gaytán-Lugo  Universidad de Colima Aditya Vashistha  University of Washington David Nemer  University of Kentucky Kurtis Heimerl  University of Washington Susan Dray  Dray Associates,The HCI Across Borders (HCIxB) community has been growing in recent years  thanks in particular to the Development Consortium at CHI 2016 and the HCIxB Symposia at CHI 2017 and 2018. This year  we propose an HCIxB symposium that continues to build scholarship potential of early career HCIxB researchers  strengthening ties between more and less experienced members of the community. We especially invite scholarship with a focus on intersections  examining and/or addressing multiple forms of marginalization (e.g. race  gender  class  among others).
24,EduCHI 2019 Symposium: Global Perspectives on HCI Education,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Argyll 3 CROWNE,Olivier St-Cyr  University of Toronto Craig M. MacDonald  Pratt Institute Elizabeth F. Churchill  Google Inc.,At CHI 2018  a workshop on developing a community of practice to support global HCI education was held  building on six years of research and collaboration in the area of HCI education. Many themes emerged from the workshop activities and discussions. Two particularly stood out: creating channels for discussions related to HCI education and providing a platform for sharing HCI curricula and teaching experiences. To that end  we are organizing a CHI 2019 symposium dedicated exclusively to HCI education: EduCHI 2019: Global Perspectives on HCI Education. The symposium will focus on the canons of HCI education in 2019 and beyond. It will offer a venue for HCI educators across disciplinary and geographical borders to discuss  dissect  and debate HCI teaching and learning. Through keynote addresses  paper presentations  and a panel discussion  we aim to discuss current and future HCI education trends  curricula  pedagogies  teaching practices  and diverse and inclusive HCI education. Post-symposium initiatives will aim to document and publish the discussions from the symposium.
25,HCI and Aging: Beyond Accessibility,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Boisdale 1,Bran Knowles  Lancaster University Vicki L. Hanson  The Association for Computing Machinery Yvonne Rogers  UCL Interaction Centre Anne Marie Piper  Northwestern University Jenny Waycott  The University of Melbourne Nigel Davies  Lancaster University,Despite improvements in the accessibility of digital technologies and growing numbers of tools designed specifically for older adults  adoption of such tools remains low for this demographic. This workshop aims to explore the contextual factors that contribute to reduced uptake among older adults in order to understand how to design digital technologies that will be appealing to and work for them  fitting with recent calls for more holistic approaches to designing for older adults. Going beyond standard accessibility considerations  and aiming to inform design of technologies for the general population rather than the design of senior-friendly variants of such tools  we will generate a set of principles for developing tools that older adults can and will use.
26,Looking into the Future: Weaving the Threads of Vehicle Automation,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Boisdale 2,Shadan Sadeghian Borojeni  Fraunhofer Institute Alexander Meschtscherjakov  University of Salzburg Bastian Pfleging  LMU Munich Wendy Ju  Cornell Tech Frank Flemisch  RWTH University Christian P. Janssen  Utrecht University Andrew L. Kun  University of New Hampshire Andreas Riener  Technische Hochschule Ingolstadt,Automated driving is one of the most discussed disruptive technologies of this decade. It promises to increase drivers' safety and comfort  improve traffic flow  and lower fuel consumption. This has a significant impact on our everyday life and mobility behavior. Beyond the passengers of the vehicle  it also impacts others  for example by lowering the barriers to visit distant relatives. In line with the CHI2019 conference theme  our aim is to weave the threads of vehicle automation by gathering people from different disciplines  cultures  sectors  communities  and backgrounds (designers  researchers  and practitioners) in one community to look into concrete future scenarios of driving automation and its impact on HCI research and practice. Using design fiction  we will look into the future and use this fiction to guide discussions on how automated driving can be made a technology that works for people and society.
27,Where is the Human? Bridging the Gap Between AI and HCI,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Carron 1,Kori Inkpen  Microsoft Research Stevie Chancellor  Georgia Institute of Technology Munmun De Choudhury  Georgia Institute of Technology Michael Veale  University College London Eric P. S. Baumer  Lehigh University,In recent years  AI systems have become both more powerful and increasingly promising for integration in a variety of application areas. Attention has also been called to the social challenges these systems bring  particularly in how they might fail or even actively disadvantage marginalised social groups  or how their opacity might make them difficult to oversee and challenge. In the context of these and other challenges  the roles of humans working in tandem with these systems will be important  yet the HCI community has been only a quiet voice in these debates to date. This workshop aims to catalyse and crystallise an agenda around HCI's engagement with AI systems. Topics of interest include explainable and explorable AI; documentation and review; integrating artificial and human intelligence; collaborative decision making; AI/ML in HCI Design; diverse human roles and relationships in AI systems; and critical views of AI.
28,Hacking Blind Navigation,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Carron 2,João Guerreiro  Carnegie Mellon University Hernisa Kacorri  University of Maryland Jeffrey P. Bigham  Carnegie Mellon University Edward Cutrell  Microsoft Research Daisuke Sato  IBM Research - Tokyo Dragan Ahmetovic  Università degli Studi di Torino Chieko Asakawa  Carnegie Mellon University,Independent navigation in unfamiliar and complex environments is a major challenge for blind people. This challenge motivates a multi-disciplinary effort in the CHI community aimed at developing assistive technologies to support the orientation and mobility of blind people  including related disciplines such as accessible computing  cognitive sciences  computer vision  and ubiquitous computing. This workshop intends to bring these communities together to increase awareness on recent advances in blind navigation assistive technologies  benefit from diverse perspectives and expertises  discuss open research challenges  and explore avenues for multi-disciplinary collaborations. Interactions are fostered through a panel on Open Challenges and Avenues for Interdisciplinary Collaboration  Minute-Madness presentations  and a Hands-On Session where workshop participants can hack (design or prototype) new solutions to tackle open research challenges. An expected outcome is the emergence of new collaborations and research directions that can result in novel assistive technologies to support independent blind navigation.
29,Human-Centered Study of Data Science Work Practices,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Castle 1 CROWNE,Michael Muller  IBM Research Melanie Feinberg  University of North Carolina at Chapel Hill Timothy George  California Polytechnic Steven J. Jackson  Cornell University Bonnie E. John  Bloomberg L.P. Mary Beth Kery  Carnegie Mellon University Samir Passi  Cornell University,With the rise of big data  there has been an increasing need to understand who is working in data science and how they are doing their work. HCI and CSCW researchers have begun to examine these questions. In this workshop  we invite researchers to share their observations  experiences  hypotheses  and insights  in the hopes of developing a taxonomy of work practices and open issues in the behavioral and social study of data science and data science workers.
30,Troubling Innovation: Craft and Computing Across Boundaries,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Castle 2 CROWNE,Irene Posch  University of Art and Design Linz Ozge Subasi  Koc University Daniela K. Rosner  University of Washington Raune Frankjaer  Aarhus University Amit Zoran  Hebrew University Tania Pérez-Bustos  Universidad Nacional de Colombia,Craft practices such as needlework  ceramics  and woodworking have long informed and broadened the scope of HCI research. Whether through sewable microcontrollers or programs of small-scale production  they have helped widen the range of people and work recognised as technological and innovative. However  despite this promise  few organisational resources have successfully drawn together the disparate threads of scholarship and practice attending to HCI craft. In this workshop  we propose to gather a globally distributed group of craft contributors whose work reflects crucial but under-valued HCI positions  practices  and pedagogies  Through historically and politically engaged work  we seek to build community across boundaries and meaningfully broaden what constitutes innovation in HCI to date.
31,Designing for Digital Wellbeing: A Research & Practice Agenda,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Castle 3 CROWNE,Marta E. Cecchinato  Northumbria University John Rooksby  Northumbria University Alexis Hiniker  University of Washington Sean Munson  University of Washington Kai Lukoff  University of Washington Luigina Ciolfi  Sheffield Hallam University Anja Thieme  Microsoft Research Daniel Harrison  University College London,Traditionally  many consumer-focused technologies have been designed to maximize user engagement with their products and services. More recently  many technology companies have begun to introduce digital wellbeing features  such as for managing time spent and for encouraging breaks in use. These are in the context of  and likely in response to  renewed concerns in the media about technology dependency and even addiction. The promotion of technology abstinence is also increasingly widespread  e.g.  via digital detoxes. Given that digital technologies are an important and valuable feature of many people's lives  digital wellbeing features are arguably preferable to abstinence. However  how these are defined and designed is something that needs to be explored further. In this one-day workshop we welcome both industry and academic participants to discuss what digital wellbeing means  who is responsible for it  and whether and how we should design for it going forward.
32,Emerging Perspectives in Human-Centered Machine Learning,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Dochart 1,Gonzalo Ramos  Microsoft Research Jina Suh  Microsoft Research Soroush Ghorashi  Microsoft Research Christopher Meek  Microsoft Research Richard Banks  Microsoft Research Saleema Amershi  Microsoft Research Rebecca Fiebrink  Goldsmiths  University of London Alison Smith-Renner  University of Maryland Gagan Bansal  University of Washington,Current Machine Learning (ML) models can make predictions that are as good as or better than those made by people. The rapid adoption of this technology puts it at the forefront of systems that impact the lives of many  yet the consequences of this adoption are not fully understood. Therefore  work at the intersection of people's needs and ML systems is more relevant than ever. This area of work  dubbed Human-Centered Machine Learning (HCML)  re-thinks ML research and systems in terms of human goals. HCML gathers an interdisciplinary group of HCI and ML practitioners  each bringing their unique  yet related perspectives. This one-day workshop is a successor of Gillies et al. 2016 CHI Workshop and focuses on recent advancements and emerging areas in HCML. We aim to discuss different perspectives on these areas and articulate a coordinated research agenda for the XXI century.
33,The Challenges of Working on Social Robots that Collaborate with People,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Dochart 2,Lynne Baillie  Heriot-Watt University Cynthia Breazeal  Massachusetts Institute of Technology Pete Denman  Intel Corp. Mary Ellen Foster  University of Glasgow Kerstin Fischer  University of Southern Denmark Jessica R. Cauchard  Interdisciplinary Center Herzliya,The advances in Robotics offer exciting opportunities for robots to become socially collaborative technologies. But are we ready for and are the robots capable of enabling a good level of interaction and user experience? How can the CHI community work with the Human Robot Interaction (HRI) community to share best practices and methods in order to continue to advance research that crosses methodological and cultural boundaries between HRI and HCI? This workshop will bring together key researchers working in and across both HCI and HRI to share existing challenges and opportunities to advance the field of Socially Collaborative Robotics. We will look to share our recent research experiences and practices in order to build capacity in the crossings between HCI and HRI.
34,Technology to Mediate Role Conflict in Motherhood,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Fyne,Lisa Thomas  Northumbria University Elizabeth Sillence  Northumbria University Vicky Elsey  Northumbria University Emma Simpson  Newcastle University Louise Moody  Coventry University,Today  new mothers are experiencing parenthood differently. Digital resources can provide a wealth of information  present opportunities for socialising  and even assist in tracking a baby's development. However  women are often juggling the role of motherhood with other commitments  such as work. The aim of this workshop is to understand the digital support needs and practices during parenthood from the perspective of employed mothers. We are interested in exploring the ways that women utilise the technologies which have been designed to support mothers  and specifically  the importance of work-life balance and the various roles that mothers play. There is a need to better understand and identify which technologies are being used to support working women through their motherhood journey  and ensure a healthy transition to support women's changing identities.
35,Doing Things with Research through Design: With What  Whom  and Towards What Ends?,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Gala 1,Kristina Andersen  TU Eindhoven Andy Boucher  Goldsmiths University David Chatting  Goldsmiths University Audrey Desjardins  University of Washington Laura Devendorf  University of Colorado  Boulder William Gaver  Goldsmiths University Tom Jenkins  Georgia Institute of Technology William Odom  Simon Fraser University James Pierce  California College of the Arts Anna Vallgårda  IT University of Copenhagen,This workshop provides a venue within CHI for research through design (RtD) practitioners to present their work and discuss how  with whom  and why it is used. Building on the success of prior RtD and design research workshops at CHI  this workshop will focus on how RtD artifacts are used  with the goal of connecting diverse works with broader methodologies in HCI and Design.
36,Standing on the Shoulders of Giants: Exploring the Intersection of Philosophy and HCI,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Gala 2,Norman Makoto Su  Indiana University Victor Kaptelinin  Umeå University Jeffrey Bardzell  Indiana University Shaowen Bardzell  Indiana University School of Informatics  Computing  and Engineering Jed R. Brubaker  University of Colorado Boulder Ann Light  University of Sussex Dag Svanæs  Norwegian University of Science and Technology & IT-University of Copenhagen,The aim of this one-day workshop is to provide a forum for HCI researchers to discuss a wide range of issues at the intersection of philosophy and HCI. The participants will reflect on how philosophy influenced the development of HCI in the past  how philosophical insights are being utilized in current HCI research  and how philosophy can help HCI identify and address the emerging challenges facing the field. The main objectives of the workshop are to bring together HCI researchers interested in philosophy and produce an agenda for future research bringing HCI and philosophy closer together.
37,DC^(2)S^(2): Designing Crowd-powered Creativity Support Systems,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Island A CROWNE,Jonas Oppenlaender  University of Oulu Maximilian Mackeprang  Freie Universität Berlin Abderrahmane Khiat  Freie Universität Berlin Maja Vuković  IBM Jorge Goncalves  The University of Melbourne Simo Hosio  University of Oulu,Supporting creativity has been considered as one of the grand challenges of Human Computer Interaction. All creativity lies within humanity and crowdsourcing is a powerful approach for tapping into the collective insights of diverse crowds. Thus  crowdsourcing has great potential in supporting creativity.In this workshop  we brainstorm new crowdsourcing systems and concepts for supporting creativity  by bringing together researchers and industry professionals in a full-day workshop. The workshop consists of discussions of ideas contributed by the participants and hands-on brainstorming sessions in groups for ideating new crowd-powered systems that support creativity. We center the workshop around two themes: supporting the individual and facilitating creativity in groups.
38,CHI 2019 Early Career Development Symposium,Saturday  May 04  2019 - 09:00:00,Saturday  May 04  2019 17:00,Island B CROWNE,Cosmin Munteanu  University of Toronto Mississauga Sharon Oviatt  Monash University,The first few years after completing a PhD can be challenging to navigate. Job hunting  interviewing  navigating new contexts such as a junior academic position  applying for funding as a first time project investigator  learning to adapt to the culture of an industry-based workplace  supervising graduate students or full-time employees – these are just a few of the scenarios recent PhD graduates find themselves in. Within HCI  one may encounter more discipline-specific challenges  such as keeping up with the CHI publication cycles while taking on new administrative duties. The CHI community  however  strives to be collectively supportive and inclusive of researchers at all stages of their career – this is even more important as many of our design approaches are rooted in empathy for and empowerment of participants. By more actively supporting each other as researchers in our career paths  we can better grow as a community  and reflect it back into our collective body of practice. The Early Career Development Symposium has been proposed (and held yearly since 2016) to provide a more formal mentoring venue that reflects our aims as a community to more meaningfully support each other.
39,Break: Morning Break,Saturday  May 04  2019 - 10:20:00,Saturday  May 04  2019 11:00,Hall 5,,Morning coffee break
40,Break: Lunch Break (not provided),Saturday  May 04  2019 - 12:20:00,Saturday  May 04  2019 14:00,N/A,,Lunch (not provided)
